Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
DVI CABLE JINHUA,10142,Cables & wirings,1.000,350.00,0.000,0.00,0.00,350.00,0.00,350.00,100.00%,0.00
dvi to hdmi 1.5 meters,10084,best seller,30.000,7742.00,0.000,0.00,61.65,7680.35,4350.00,3330.35,43.36%,48.17
dvi to vga adapter,11154,Big Letter,3.000,300.00,0.000,0.00,0.00,300.00,0.00,300.00,100.00%,0.00
EDIFIER SPEAKER M1250 BLACK (DISCOUNT),10214,Headset and Speaker,2.000,1780.00,0.000,0.00,0.00,1780.00,0.00,1780.00,100.00%,0.00
EDIFIER WIRELESS HEADSET W110T BLACK & WHITE (WHITE),11112,Headset and Speaker,1.000,1195.00,0.000,0.00,0.00,1195.00,0.00,1195.00,100.00%,0.00
electric  blower 800 watts (sn-1),11188,Accessories,6.000,4500.00,0.000,0.00,240.00,4260.00,3420.00,840.00,19.72%,190.22
Elsa GTX 1050 ti,10130,Graphics card,1.000,10499.00,0.000,0.00,0.00,10499.00,8700.00,1799.00,17.13%,0.00
Elsa monitor 24F8 180hz (WS),10644,Monitors & TV,3.000,17100.00,0.000,0.00,0.00,17100.00,14010.00,3090.00,18.07%,0.00
Elsa monitor 24F8 180hz (discount),10290,Monitors & TV,8.000,45639.00,0.000,0.00,82.84,45556.16,37341.20,8214.96,18.03%,0.00
Elsa monitor 24F8 180hz (discount),10290,Monitors & TV,1.000,6500.00,0.000,0.00,0.00,6500.00,4670.60,1829.40,28.14%,0.00
EPSON L121 PRINTER (DISCOUNT),10000,computer parts,5.000,31167.37,0.000,0.00,498.37,30669.00,26922.67,3746.33,12.22%,636.27
EPSON L121 PRINTER (ws),11107,computer parts,1.000,6000.00,0.000,0.00,0.00,6000.00,5357.80,642.20,10.70%,0.00
EPSON L3210 PRINTER (Discount),10555,computer parts,7.000,74500.00,0.000,0.00,0.00,74500.00,60625.90,13874.10,18.62%,0.00
EPSON L3210 PRINTER (Ws),10556,computer parts,13.000,153976.00,0.000,0.00,0.00,153976.00,103956.00,50020.00,32.49%,0.00
EPSON L5290 PRINTER,10709,computer parts,3.000,47000.00,0.000,0.00,0.00,47000.00,40627.92,6372.08,13.56%,0.00
Ethernet Fiber Switch 6 SC Port 2 RJ45 non gigabit,10262,Network Accessories,4.000,4096.00,0.000,0.00,99.90,3996.10,3334.00,662.10,16.57%,98.90
ethernet splitter rj45 cable adapter,10351,CCTV & camera,4.000,996.00,0.000,0.00,0.00,996.00,596.00,400.00,40.16%,0.00
EW71 V2 AP COMFAST OUTDOOR ANTENNA (DISCOUNT),10359,Vendo & pisonet parts Accessories,90.000,119816.00,0.000,0.00,1147.93,118668.07,79863.83,38804.24,32.70%,830.45
EW71 V2 AP COMFAST OUTDOOR ANTENNA (WS),10819,Vendo & pisonet parts Accessories,8.000,22747.00,0.000,0.00,0.00,22747.00,8823.20,13923.80,61.21%,450.00
extended mousepad (shortcut key),11637,Big Letter,18.000,1980.00,0.000,0.00,0.00,1980.00,0.00,1980.00,100.00%,0.00
EXTERNAL CASE ENCLOUSURE HDD/SSD,10025,Ssd & storage,15.000,3795.00,0.000,0.00,61.19,3733.81,2250.00,1483.81,39.74%,25.05
EZY CRIMPER TOOLS PASSTHROUGH (discount),11620,Accessories,10.000,4980.00,0.000,0.00,9.60,4970.40,3560.78,1409.62,28.36%,0.00
FANTECH G10 RHASTA GAMING MOUSE BLACK (DISCOUNT),10138,Keyboard & mouse,1.000,360.00,0.000,0.00,0.00,360.00,0.00,360.00,100.00%,0.00
FANTECH G10 RHASTA GAMING MOUSE BLACK (WS),10139,Keyboard & mouse,6.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
FANTECH G13 RHASTA II GAMING MOUSE BLACK (DISCOUNT),12216,Keyboard & mouse,34.000,10070.00,4.000,1170.00,0.00,8900.00,7200.00,1700.00,19.10%,0.00
FANTECH G13 RHASTA II GAMING MOUSE BLACK (WS),12217,Keyboard & mouse,1.000,320.00,0.000,0.00,0.00,320.00,0.00,320.00,100.00%,0.00
Fiber optic cable roll (discount),10799,Network Accessories,4.000,9599.00,0.000,0.00,249.90,9349.10,7700.00,1649.10,17.64%,247.40
Fiber optic cable roll (ws),10491,Network Accessories,6.000,13000.00,1.000,2500.00,0.00,10500.00,9400.00,1100.00,10.48%,0.00
Fiber optic sc connector,10237,Network Accessories,86.000,4094.00,0.000,0.00,88.00,4006.00,3010.00,996.00,24.86%,79.56
FIBER TOOL KIT,11156,Cables & wirings,2.000,3890.00,0.000,0.00,0.00,3890.00,0.00,3890.00,100.00%,0.00
flat wire #16,10483,Cables & wirings,1.000,45.00,0.000,0.00,0.00,45.00,0.00,45.00,100.00%,0.00
fm2 msi E75IA-E53 with wifi bnew no warrant,10238,Motherboard,2.000,2598.00,0.000,0.00,0.00,2598.00,1700.00,898.00,34.57%,0.00
Fm2+ biostar for comset,10207,Motherboard,16.000,25200.00,0.000,0.00,110.93,25089.07,18400.00,6689.07,26.66%,0.00
FM2+ GIGABYTE & ASUS MOTHERBOARD (DISCOUNT),10643,Motherboard,110.000,150294.00,0.000,0.00,0.00,150294.00,121012.10,29281.90,19.48%,0.00
FM2+ GIGABYTE & ASUS MOTHERBOARD (WS),10207,Motherboard,4.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
FM2+ GIGABYTE & ASUS MOTHERBOARD (discount),10303,Motherboard,69.000,95150.30,0.000,0.00,1179.82,93970.48,76731.21,17239.27,18.35%,943.23
FM2+ GIGABYTE & ASUS MOTHERBOARD (sn - 4CEDFBBB53DF),10303,Motherboard,18.000,23750.00,0.000,0.00,0.00,23750.00,18606.78,5143.22,21.66%,0.00
Fusion Optic Fiber Splicing Machine,11418,No category,2.000,80000.00,1.000,40000.00,0.00,40000.00,0.00,40000.00,100.00%,0.00
G20 HEATSINK RGB FAN 100WATTS (DISCOUNT),10050,Cpu fan & rgb fans,1.000,450.00,0.000,0.00,0.00,450.00,0.00,450.00,100.00%,0.00
g4600,10418,Processor,1.000,3499.00,0.000,0.00,0.00,3499.00,2000.00,1499.00,42.84%,0.00
GAMDIAS 27 INCHES CURVED GAMING MONITOR 180HZ HD27G II (WS),10967,Monitors & TV,1.000,8000.00,0.000,0.00,0.00,8000.00,0.00,8000.00,100.00%,0.00
GAMDIAS 27 INCHES GAMING MONITOR 200HZ HD27HIC III (WS),10969,Monitors & TV,1.000,7937.00,0.000,0.00,0.00,7937.00,0.00,7937.00,100.00%,0.00
GAMDIAS AURA TRIPLE FAN AIO RGB HYDRAULIC BEARING (DISCOUNT),10074,Monitors & TV,1.000,4650.00,0.000,0.00,0.00,4650.00,0.00,4650.00,100.00%,0.00
gamepad gaming UC-JS704S2 for pc 2in1 game controller optional,10393,Accessories,1.000,1097.00,0.000,0.00,0.00,1097.00,290.30,806.70,73.54%,0.00
gaming chair inplay race x5 leather,10155,Accessories,1.000,7300.00,0.000,0.00,0.00,7300.00,5900.00,1400.00,19.18%,0.00
GEFORCE 1660 SUPER COLORFUL GPU 6GB DDR6 (DISCOUNT),10132,Graphics card,1.000,8500.00,0.000,0.00,0.00,8500.00,0.00,8500.00,100.00%,0.00
GEFORCE 1660 SUPER COLORFUL GPU 6GB DDR6 (WS),10135,Graphics card,1.000,8900.00,0.000,0.00,0.00,8900.00,0.00,8900.00,100.00%,0.00
GEFORCE RTX 3050 6GB OC PSU (DISCOUNT),10724,Graphics card,4.000,51600.00,0.000,0.00,0.00,51600.00,41128.44,10471.56,20.29%,0.00
GEFORCE RTX 3050 6GB OC PSU (WS),10726,Graphics card,1.000,12500.00,0.000,0.00,0.00,12500.00,10282.11,2217.89,17.74%,0.00
GIGABYTE B150 6TH & 7TH GEN,10291,Motherboard,16.000,28586.00,0.000,0.00,35.98,28550.02,24000.00,4550.02,15.94%,0.00
GIGABYTE FULLY MODULAR 1000W 80+ GOLD PSU (DISCOUNT),10072,"Power supply, AVR & UPS",1.000,10650.00,0.000,0.00,0.00,10650.00,0.00,10650.00,100.00%,0.00
gigabyte h510 Intel (SN24173A018897),10649,Motherboard,1.000,5990.00,0.000,0.00,0.00,5990.00,3725.00,2265.00,37.81%,0.00
gigabyte h510 Intel (discount),10649,Motherboard,2.000,10998.00,0.000,0.00,0.00,10998.00,7450.00,3548.00,32.26%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242760044008),11121,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242760044009),11116,Motherboard,2.000,10000.00,0.000,0.00,0.00,10000.00,7940.26,2059.74,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044841),11123,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044842),11122,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044843),11120,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044844),11124,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044847),11126,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044848),11125,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044849),11119,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GIGABYTE H610M K MOTHERBOARD (SN242860044850),11118,Motherboard,1.000,5000.00,0.000,0.00,0.00,5000.00,3970.00,1030.00,20.60%,0.00
GOOP CMOS BATTERY CR-2032 (discount),10144,computer parts,55.000,1650.00,0.000,0.00,0.00,1650.00,0.00,1650.00,100.00%,0.00
GP250B longwire atx psu rated 250watts generic 800watts (discount),10064,best seller,72.000,39600.00,0.000,0.00,55.00,39545.00,27694.44,11850.56,29.97%,59.95
GP250B longwire atx psu rated 250watts generic 800watts (discount),10064,best seller,16.000,8320.00,0.000,0.00,0.00,8320.00,6161.28,2158.72,25.95%,0.00
GP250B longwire atx psu rated 250watts generic 800watts (discount),10854,best seller,67.000,34680.00,1.000,520.00,0.00,34160.00,25410.00,8750.00,25.61%,0.00
GP250B longwire atx psu rated 250watts generic 800watts (ws),10252,best seller,1.000,504.00,0.000,0.00,0.00,504.00,385.08,118.92,23.60%,0.00
GP250B longwire atx psu rated 250watts generic 800watts (ws),10456,best seller,9.000,4620.00,0.000,0.00,0.00,4620.00,3465.00,1155.00,25.00%,0.00
GPON 5V5 used no warranty,10266,Network Accessories,10.000,6250.00,0.000,0.00,0.00,6250.00,5500.00,750.00,12.00%,0.00
Great wall 500watts PSU surplus,10715,"Power supply, AVR & UPS",4.000,3140.00,0.000,0.00,0.00,3140.00,2000.00,1140.00,36.31%,0.00
Gs 550 watts ultra series (Discount),10729,"Power supply, AVR & UPS",2.000,2400.00,0.000,0.00,0.00,2400.00,1666.17,733.83,30.58%,0.00
GT SERIES NVIDIA 2GB,11427,No category,2.000,8400.00,0.000,0.00,0.00,8400.00,0.00,8400.00,100.00%,0.00
GT730 2GB DDR5 GPU (discount),10208,Graphics card,43.000,98300.00,0.000,0.00,0.00,98300.00,68800.00,29500.00,30.01%,0.00
GT730 2GB DDR5 GPU (ws),11565,Graphics card,7.000,15500.00,0.000,0.00,0.00,15500.00,11200.00,4300.00,27.74%,0.00
GT730 4GB DDR3 GPU (DISCOUNT),10987,Graphics card,8.000,16594.00,0.000,0.00,0.00,16594.00,10057.12,6536.88,39.39%,0.00
Gt730k 2gb 128bit ddr5,10208,Graphics card,15.000,33220.00,0.000,0.00,562.00,32658.00,24000.00,8658.00,26.51%,415.80
GTX 1660 6GB DDR5 GPU,12220,No category,1.000,7650.00,0.000,0.00,0.00,7650.00,0.00,7650.00,100.00%,0.00
GTX 1660 super colorful 2nd hand,10152,Graphics card,5.000,43300.00,0.000,0.00,0.00,43300.00,34200.00,9100.00,21.02%,0.00
GTX 1660TI GIGABYTE ASSORTED,10125,Graphics card,7.000,71934.00,0.000,0.00,0.00,71934.00,53736.34,18197.66,25.30%,0.00
GTX 660 msi 2gb 192bit OC edition,10202,Graphics card,1.000,4401.00,0.000,0.00,0.00,4401.00,2300.00,2101.00,47.74%,0.00
gtx palit 1050 used 3 days warranty,10579,Graphics card,1.000,4000.00,1.000,4000.00,0.00,0.00,0.00,0.00,0.00%,0.00
Gtx1660 super elsa,10131,Graphics card,1.000,16058.00,0.000,0.00,0.00,16058.00,11150.00,4908.00,30.56%,0.00
h110 ecs 2nd hand 5 days warranty,10244,Motherboard,5.000,9998.00,0.000,0.00,0.00,9998.00,7250.00,2748.00,27.49%,0.00
h2 headset inplay blue,10250,Headset and Speaker,76.000,12100.00,0.000,0.00,207.36,11892.64,8346.84,3545.80,29.82%,166.32
H20 INPLAY HEADSET BLACK (DISCOUNT),10957,Headset and Speaker,74.000,20350.00,1.000,275.00,0.00,20075.00,0.00,20075.00,100.00%,0.00
H20 INPLAY HEADSET BLACK (WS),10958,Headset and Speaker,11.000,2890.00,0.000,0.00,0.00,2890.00,0.00,2890.00,100.00%,0.00
H20 INPLAY HEADSET BLACK (black),10187,Headset and Speaker,36.000,9350.00,0.000,0.00,790.55,8559.45,7712.52,846.93,9.89%,901.95
H20 INPLAY HEADSET BLACK (black),10437,Headset and Speaker,695.000,178803.90,12.000,3070.00,249.03,175484.87,144886.96,30597.91,17.44%,228.89
H20 INPLAY HEADSET BLACK (white),10406,Headset and Speaker,175.000,46800.00,0.000,0.00,452.02,46347.98,41666.26,4681.72,10.10%,108.18
H20 INPLAY HEADSET WHITE,10014,Headset and Speaker,61.000,16720.00,1.000,275.00,35.50,16409.50,14700.00,1709.50,10.42%,0.00
H30 inplay headset RGB (black),10610,No category,31.000,10650.00,0.000,0.00,0.00,10650.00,5145.00,5505.00,51.69%,0.00
H30 inplay headset RGB (white),10609,No category,10.000,3500.00,0.000,0.00,0.00,3500.00,1200.00,2300.00,65.71%,0.00
H310 asrock/intel H310H4- TM 2 days warranty,10498,Motherboard,8.000,25520.00,1.000,2300.00,0.00,23220.00,13300.00,9920.00,42.72%,0.00
H310 GIGABYTE 3 DAYS WARRANTY (SN184550005968),11102,Motherboard,3.000,11000.00,1.000,2500.00,0.00,8500.00,3800.00,4700.00,55.29%,0.00
H410M-S2 GIGABYTE MOBO (WS),10752,Motherboard,1.000,2800.00,0.000,0.00,0.00,2800.00,0.00,2800.00,100.00%,0.00
H510M K V2 GIGABYTE MOTHERBOARD (SN234450022821),12110,Big Letter,1.000,4000.00,0.000,0.00,0.00,4000.00,0.00,4000.00,100.00%,0.00
H510M K V2 GIGABYTE MOTHERBOARD (SN234450022824),11414,Big Letter,4.000,16101.00,0.000,0.00,0.00,16101.00,10400.00,5701.00,35.41%,0.00
H510M K V2 GIGABYTE MOTHERBOARD (SN234450022825),10198,Big Letter,2.000,13158.00,0.000,0.00,0.00,13158.00,0.00,13158.00,100.00%,0.00
H61 GIGABYTE 1155 2ND & 3RD GEN MOTHERBOARD (DISCOUNT),10027,Big Letter,19.000,30340.00,0.000,0.00,0.00,30340.00,17832.84,12507.16,41.22%,0.00
H61 GIGABYTE 1155 2ND & 3RD GEN MOTHERBOARD (WS),10596,Big Letter,9.000,12550.00,0.000,0.00,0.00,12550.00,8952.63,3597.37,28.66%,0.00
H81 MOTHERBOARD PEGATRON 4TH GEN (Asus),10753,Motherboard,6.000,10200.00,0.000,0.00,0.00,10200.00,7200.00,3000.00,29.41%,153.00
H81 MOTHERBOARD PEGATRON 4TH GEN (Gigabyte),10752,Motherboard,1.000,1700.00,0.000,0.00,0.00,1700.00,1200.00,500.00,29.41%,0.00
H81 MOTHERBOARD PEGATRON 4TH GEN (Ws),10748,Motherboard,4.000,6200.00,0.000,0.00,0.00,6200.00,4800.00,1400.00,22.58%,0.00
HACKER MEMBRANE MECHANICAL KEYBOARD RGB,12224,No category,1.000,750.00,0.000,0.00,0.00,750.00,0.00,750.00,100.00%,0.00
hdd used maxtor / seagate / toshiba 3 days warranty (350gb),10147,best seller,3.000,1200.00,0.000,0.00,0.00,1200.00,300.00,900.00,75.00%,0.00
hdd used maxtor / seagate / toshiba 3 days warranty (sn-1),10180,best seller,16.000,8599.00,0.000,0.00,0.00,8599.00,1600.00,6999.00,81.39%,0.00
hdd used maxtor / seagate / toshiba 3 days warranty (500gb),hd109,best seller,3.000,1950.00,0.000,0.00,0.00,1950.00,300.00,1650.00,84.62%,0.00
HDMI 2k 4k,10096,Cables & wirings,16.000,2720.00,0.000,0.00,0.00,2720.00,0.00,2720.00,100.00%,0.00
HDMI 2K/4K SUPPORT JINHUA (DISCOUNT),10278,Cables & wirings,2.000,340.00,0.000,0.00,0.00,340.00,0.00,340.00,100.00%,0.00
HDMI 2K/4K SUPPORT JINHUA (WS),10289,Cables & wirings,1.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
HDMI CABLE 1.5M GENERIC (DISCOUNT),10264,Cables & wirings,105.000,7625.00,1.000,70.00,42.70,7512.30,3375.58,4136.72,55.07%,41.50
HDMI CABLE 1.5M GENERIC (WS),10266,Cables & wirings,5.000,400.00,0.000,0.00,0.00,400.00,0.00,400.00,100.00%,0.00
HDMI CABLE 10M (RED) (discount),11602,Cables & wirings,1.000,690.00,0.000,0.00,0.00,690.00,0.00,690.00,100.00%,0.00
HDMI CABLE 3 METERS,10083,Cables & wirings,19.000,2540.00,0.000,0.00,6.49,2533.51,2280.00,253.51,10.01%,0.00
HDMI CABLE BRAIDED 1.5 M,12105,Cables & wirings,3.000,390.00,0.000,0.00,0.00,390.00,0.00,390.00,100.00%,0.00
hdmi mini,10335,Cables & wirings,1.000,186.00,0.000,0.00,0.00,186.00,75.00,111.00,59.68%,0.00
HDMI SPLIITER 1 IN 4 OUT 1X4,10337,converter cables & others,2.000,1229.00,0.000,0.00,0.00,1229.00,780.00,449.00,36.53%,0.00
hdmi splitter 1 x 2,10338,converter cables & others,2.000,1198.00,0.000,0.00,0.00,1198.00,700.00,498.00,41.57%,0.00
HDMI TO DVI CABLE 1.5 (discount),11592,Cables & wirings,11.000,2810.00,0.000,0.00,0.00,2810.00,0.00,2810.00,100.00%,0.00
HDMI TO HDMI ADAPTER FEMALE TO MALE,10296,converter cables & others,1.000,100.00,0.000,0.00,0.00,100.00,0.00,100.00,100.00%,0.00
HDMI TO VGA ADAPTER,10007,converter cables & others,1.000,175.00,0.000,0.00,0.00,175.00,0.00,175.00,100.00%,0.00
HDMI TO VGA ADAPTOR MTVK (discount),11586,Big Letter,7.000,1750.00,0.000,0.00,0.00,1750.00,0.00,1750.00,100.00%,0.00
HDMI TO VGA ADAPTOR MTVK (ws),11587,Big Letter,1.000,260.00,0.000,0.00,0.00,260.00,0.00,260.00,100.00%,0.00
HDMI TO VGA CABLE,10085,converter cables & others,15.000,2915.00,1.000,260.00,0.00,2655.00,1235.00,1420.00,53.48%,0.00
hdmi to vga cable,10322,converter cables & others,2.000,380.00,0.000,0.00,0.00,380.00,240.00,140.00,36.84%,0.00
HDMI TO VGA W/ AUDIO SATAKO (discount),11584,converter cables & others,4.000,1160.00,0.000,0.00,0.00,1160.00,0.00,1160.00,100.00%,0.00
hik vision dvr used 8 channel,10480,CCTV & camera,1.000,2300.00,0.000,0.00,0.00,2300.00,1200.00,1100.00,47.83%,0.00
HKC 55 INCHES GOOGLE-TV LED ANDROID (DISCOUNT),10245,Monitors & TV,1.000,20000.00,0.000,0.00,0.00,20000.00,0.00,20000.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (DISCOUNT),12229,Ram,3.000,13800.00,0.000,0.00,0.00,13800.00,0.00,13800.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0242),10826,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0543),11104,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0549),11103,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0551),11101,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0552),11106,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0554),11110,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0556),11102,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0557),11100,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0560),11105,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0581),11107,Ram,1.000,2000.00,1.000,2000.00,0.00,0.00,0.00,0.00,0.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0857),11148,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.00,850.00,40.48%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0858),11153,Ram,1.000,3098.00,0.000,0.00,0.00,3098.00,1250.00,1848.00,59.65%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0864),11150,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.00,850.00,40.48%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0874),11144,Ram,3.000,5700.00,0.000,0.00,0.00,5700.00,3750.00,1950.00,34.21%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0875),11115,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.93,849.07,40.43%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0876),11675,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0877),11676,Ram,1.000,2000.00,0.000,0.00,0.00,2000.00,0.00,2000.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0879),11152,Ram,2.000,4200.00,0.000,0.00,0.00,4200.00,2502.00,1698.00,40.43%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0880),11678,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0881),11677,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0882),11145,Ram,2.000,3600.00,0.000,0.00,0.00,3600.00,2500.00,1100.00,30.56%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0887),11679,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0890),11149,Ram,2.000,4100.00,0.000,0.00,0.00,4100.00,0.00,4100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0898),11151,Ram,2.000,4200.00,0.000,0.00,0.00,4200.00,0.00,4200.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0899),11114,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.93,849.07,40.43%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0901),11680,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0907),11146,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.00,850.00,40.48%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0909),11113,Ram,2.000,3500.00,0.000,0.00,0.00,3500.00,2501.86,998.14,28.52%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0910),11111,Ram,2.000,4200.00,0.000,0.00,0.00,4200.00,2501.86,1698.14,40.43%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0911),11109,Ram,2.000,4100.00,0.000,0.00,0.00,4100.00,2501.86,1598.14,38.98%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0912),11143,Ram,2.000,4200.00,0.000,0.00,0.00,4200.00,2500.00,1700.00,40.48%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0931),11112,Ram,1.000,3098.00,0.000,0.00,0.00,3098.00,1250.93,1847.07,59.62%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z0965),12100,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z1010),11141,Ram,2.000,4200.00,0.000,0.00,0.00,4200.00,2500.00,1700.00,40.48%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (SKMXY248018Z1894),12130,Ram,1.000,2100.00,0.000,0.00,0.00,2100.00,0.00,2100.00,100.00%,0.00
HKC HU40 16GB RAM DDR4 3200MHZ (WS),12230,Ram,5.000,21200.00,0.000,0.00,0.00,21200.00,0.00,21200.00,100.00%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0208),10252,No category,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.93,849.07,40.43%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0218),10942,No category,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.93,849.07,40.43%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0235),11041,No category,1.000,2000.00,0.000,0.00,0.00,2000.00,1250.93,749.07,37.45%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0236),10766,No category,1.000,2100.00,0.000,0.00,0.00,2100.00,1250.93,849.07,40.43%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0246),10763,No category,3.000,6300.00,0.000,0.00,0.00,6300.00,3752.79,2547.21,40.43%,0.00
HKC Ram 16gb 1x16 ddr4 3200mhz (SKMXY248018Z0553),11040,No category,1.000,2000.00,0.000,0.00,0.00,2000.00,1250.93,749.07,37.45%,0.00
HKC RAM 8GB DDR4 2666MHZ (SKMXY248016Z2670),10836,Ram,1.000,990.00,0.000,0.00,0.00,990.00,680.00,310.00,31.31%,0.00
